frame,left_wrist_movement,right_wrist_movement,left_ankle_movement,right_ankle_movement,left_shoulder_movement,right_shoulder_movement,left_hip_movement,right_hip_movement,total_movement
14,0.09231233246806166,0.07394624185087527,0.01749147406235437,0.04358994556917938,0.006591127180453345,0.006001187168075563,0.02642795125175688,0.05750258870189628,0.32386284825265277
15,0.13177216920675736,0.16762472738483103,0.02672167468109973,0.03715026683909364,0.011467239221253898,0.006993540527537021,0.03445897252580844,0.014882219368704788,0.43107080975508594
16,0.19717609856975502,0.14161917367585367,0.03179733540539638,0.46264226561329735,0.024072393049695766,0.0007290933830299579,0.03401313080348396,0.02211778817390465,0.9141672786744168
17,0.11707957138878214,0.10915350012594208,0.18153969377629847,0.435739654232627,0.06461020545234143,0.015147910088751505,0.042300354878971144,0.02549753681355957,0.9910684267572732
18,0.20622433310292365,0.01213945198523134,0.06622705581616099,0.08437389063474428,0.05168254513785163,0.03343043079346677,0.1043657338002421,0.07087598791999708,0.6293194291906178
19,0.05753975758520735,0.18213856422178454,0.2532047386850412,0.23729015137017576,0.025850317817899728,0.04549390580540314,0.0014278372029056217,0.0300186696697484,0.8329639423581657
20,0.07753331928793154,0.017728430246083123,0.04680610759767415,0.05539921676339734,0.016494688884029097,0.02168094446392055,0.11170568257386704,0.11628797179380981,0.46363636161071264
21,0.02138625027601231,0.010887991696014817,0.08877294254645028,0.05381022939043486,0.0037594544939222757,0.0213710176070235,0.07178502105576748,0.06115463716710267,0.3329275442327282
22,0.00906204078115989,0.018278234312797917,0.016857135649024708,0.037716436531075544,0.017198283523205904,0.015912896658560452,0.001355162799072714,0.0091873164257551,0.12556750668065225
23,0.02416845758591944,0.042626565329173714,0.09974025279087667,0.04105116374507726,0.008685783841770435,0.020885314085918174,0.020321062256569912,0.02810045081185408,0.2855790504471597
24,0.04052221145794528,0.08763965938545075,0.07025192228691209,0.058820789219797505,0.009975526571903584,0.020997587022523898,0.010247782201999038,0.013792148343021062,0.3122476264895532
25,0.012860195813061932,0.0560786824593946,0.005296785902983976,0.05918910528361383,0.02543681548101979,0.026192096195876494,0.018763550882056473,0.021370194845981537,0.22518742686398863
26,0.028112256273379356,0.082087374652553,0.044248812468502485,0.0017746983544828733,0.04083932430444285,0.04148321547389271,0.011894675167078957,0.007732467610230341,0.25817282430456256
27,0.019251756720391738,0.028197751026617434,0.07589977589578893,0.0549571324648187,0.022230807855847592,0.03720569723702053,0.013978669561166538,0.030324385588505195,0.28204597635015666
28,0.018032240847652672,0.0825566465461993,0.03633040578752559,0.021731120770173598,0.03261615388607557,0.045390436473018124,0.006491904901663622,0.018339724255599883,0.2614886334679084
29,0.008030022082588831,0.031160630845720464,0.0359472515397953,0.05609640968487274,0.04563903067848174,0.030294889497725092,0.007185821957641721,0.015692106573530883,0.23004616286035676
30,0.03598832329526908,0.02737913894357464,0.020262296465384157,0.032213157012982885,0.03000681509772458,0.02107136108360163,0.0033828752654802554,0.01164425989261071,0.18194822705662794
31,0.01804282673074126,0.04488248765908205,0.011706101090481733,0.016137153568035332,0.011239542199271481,0.012336756238208782,0.03508153446066265,0.021700981265304925,0.1711273832117882
32,0.01851354372979763,0.019791904516333416,0.028146857888493446,0.04388129933416864,0.006394276344490974,0.01157610694237339,0.01957313040791073,0.017965773851069757,0.165842893014638
33,0.01900688414087945,0.02321537589683531,0.008753844662084814,0.023045512302666802,0.01058052610069517,0.007636924848198405,0.01658495504757648,0.01611274477316653,0.12493676777210296
34,0.01713688957520648,0.021244570648814624,0.011681081140227903,0.015607950695789309,0.009192444192569064,0.00493645343171057,0.006244026299469244,0.00807731431366737,0.09412073029745455
35,0.013842671323967923,0.00919341683485263,0.0072603763162208314,0.007769376615438348,0.017349267928281717,0.006231581501804144,0.006275117116776599,0.0017288858783003193,0.06965069351564251
36,0.012959721122780255,0.01964975345147274,0.004869147184262113,0.005638512796342842,0.014437731624399701,0.012251310708899408,0.007752657770903357,0.0007655861699878331,0.07832442082904824
37,0.013350660221738914,0.01635101537635991,0.004464861988040151,0.009273312257431264,0.016425346020408363,0.011503238595133657,0.00874254714262915,0.003509052973172521,0.08362003457491393
38,0.009955253455708657,0.00338380643579194,0.004380119401101571,0.016192260350649884,0.016857014836223223,0.013211875751801418,0.014535835779835344,0.0046177637281168285,0.08313392973922887
39,0.014463832772390316,0.037121142184971985,0.01847853595622518,0.019294901579722707,0.014927135712140967,0.017108943048843056,0.02160215776000763,0.01867093106841607,0.16166758008271792
40,0.012111139341422213,0.04146961698128334,0.005110872443022225,0.0012239882305512197,0.014054342868949446,0.013915338027961691,0.01749363547997761,0.019473162792096755,0.12485209616526449
41,0.003913812906974996,0.014827253621009716,0.006172762699484509,0.0019428987620714112,0.012235820920590133,0.01275055195586264,0.008334516896025367,0.010510808261994676,0.07068842602401344
42,0.009437674772522652,0.012694063629202777,0.002930638133954247,0.004413048222722619,0.015926164448926756,0.010080653629988095,0.004967387389937057,0.00531699383173387,0.06576662405898807
43,0.011207805168222297,0.008513139613769356,0.010117206714848647,0.0007334747429953089,0.007208121179850098,0.0072574672584721014,0.007008922228045326,0.006212438141767799,0.05825857504797093
44,0.015280461930261089,0.0008678463318312796,0.021076024597123183,0.0006130622235968571,0.008933954460214706,0.004994774058461282,0.008377643635647596,0.00390292219850483,0.06404668943564082
45,0.01398953154637667,0.009525053037543729,0.030926301759040552,0.0002699608807871499,0.0053237622586688035,0.0009664626782084698,0.006978485525001978,0.0015133403873942783,0.06949289807302164
46,0.015012876522507951,0.0018741462135730181,0.03462435335890189,0.0021859788154122003,0.004108014877447246,0.0017127011436976454,0.0031163149604978542,0.0005289186172626124,0.06316330450930042
47,0.008905692299828736,0.0071138989366010446,0.0389775980067286,0.009271650343280249,0.005584138305302322,0.001339249974058449,0.0052447358441127774,0.0026306871371672602,0.07906765084707944
48,0.007137510877077323,0.005576867206537656,0.014626444343576383,0.02892039851267963,0.007162873932340595,0.0034311136330174,0.005474234820886603,0.0022733554954468744,0.07460279882156245
49,0.007309508171723596,0.010002335318445445,0.015994423507506517,0.00530827693503086,0.006467332784278484,0.00851400043899886,0.009393943627328183,0.004636442224782346,0.06762626300809428
50,0.00991598241060729,0.003260019688491202,0.00235418846225911,0.04753260547080342,0.011505121883537639,0.008105929913408324,0.010300682252097107,0.009738126223189253,0.10271265630439336
51,0.015120986132229038,0.011729050099460254,0.012715206882396097,0.004862619501292165,0.009519761318971297,0.009103227923474714,0.007629071553852003,0.006060820392473738,0.07674074380414932
52,0.018634621243953434,0.009847101049947593,0.017428164504298894,0.006356164346239578,0.010155338357204358,0.009251650510244777,0.005408199156870029,0.0062037544493255044,0.08328499361808415
53,0.01367988482399479,0.003250907782724852,0.0072550413960258886,0.024249148989648965,0.007407712488304691,0.007008937512685673,0.007091832384266988,0.005722271658139931,0.07566573703579178
54,0.00792673039145305,0.004735413502164426,0.0059915522776213025,0.06836007766181539,0.00784377962411171,0.0064163307134482706,0.004904318247959137,0.005673786926061073,0.11185198934463436
55,0.0009422642285813772,0.0059021496369350565,0.0035873260258389703,0.019834955740771723,0.005365089622485783,0.008178340264453132,0.0007966857736776982,0.0027351594911403368,0.04734197078388407
56,0.005063109966880389,0.005409024137301559,0.002201340132412368,0.015904074501167535,0.006590251925419726,0.004067731301546065,0.0023922339001935296,0.002257300751420813,0.043885066616341985
57,0.006262328441053213,0.007497702710300481,0.0021858126685545703,0.022240162172846425,0.0059202276058098816,0.005845476975363151,0.004886833376265178,0.005049150500980251,0.05988769445117316
58,0.005880569216938127,0.005497870258861552,0.005614106159545489,0.011710294446790018,0.0029809319205299856,0.005929137604853797,0.005071223345738276,0.0074509805161910485,0.0501351134694483
59,0.01164951985814111,0.005431461561269614,0.00261415854304925,0.0022285656230766728,0.00445825186546088,0.005478818235999492,0.007916686036945337,0.008627254868393804,0.04840471659233615
60,0.005582507151268375,0.004720678714875879,0.008487883070371167,0.004791214753837153,0.00360713245889178,0.005878267542026429,0.004931314869118213,0.005570431058260524,0.04356942961864952
61,0.0011392136897790473,0.008652750016556012,0.006902289034074687,0.0035074424526816725,0.009235649984152617,0.005866567718865695,0.004347082156160559,0.004316350627415529,0.04396734567968581
62,0.00051559943648293,0.013040140483480641,0.0063459299367522445,0.00884528246884098,0.006065230476838603,0.0070201406824355935,0.0031223854132686017,0.005260633353429007,0.0502153422515286
63,0.011709496684948407,0.010383505487684661,0.012282955414662101,0.007751501841562427,0.008023053493740877,0.008197801973107603,0.003911446320641262,0.004277921140873913,0.06653768235722125
64,0.011240233502418328,0.005515953245567384,0.0037187757237152567,0.0036391467874657716,0.007506978383749951,0.00399129969309636,0.0043268471689389834,0.005479066729823682,0.04541830123477572
65,0.008159034874536845,0.0041454435761777335,0.029323580007623508,0.004234701875335119,0.003161259969181195,0.0020840977849539842,0.004754777840354201,0.005280073323504296,0.06114296925166688
66,0.009473756185281701,0.0019282323325738489,0.01677119922606826,0.001847208411713911,0.0015070061631514522,0.0017024964087145786,0.0017299905066841875,0.003120283113217599,0.03808017234740554
67,0.006155331397624396,0.006288809974019488,0.013592687324131084,0.0006024510803467652,0.0016128844517984628,0.0014638610800180333,0.0019817458937344723,0.0034652137113056476,0.035162984912978354
68,0.005406030527071791,0.011812201211942663,0.027219366059462874,0.0025925551507951466,0.0018733270654835575,0.0053478402635754345,0.008285684266792796,0.01190186164562592,0.07443886619075019
69,0.007772689025719217,0.016092398023160707,0.01860870954974028,0.002214964487525389,0.009212169525389837,0.011829799097413572,0.011537506435939898,0.012338912038041501,0.08960714818293039
70,0.007880516089408651,0.01636359588119236,0.014384323901259601,0.003635763883216441,0.014422973287431055,0.015913475586386627,0.010322629064248242,0.011558973662314117,0.09448225135545711
71,0.006588780517638351,0.00960585563320209,0.015829472734569812,0.0017380357704799715,0.010301868323746497,0.009072565493630691,0.010717794974294668,0.008259947024659688,0.07211432047222177
72,0.015615717432229875,0.008161364265366927,0.027274126933418304,0.00040135767901647605,0.010012657552305222,0.008381555362266882,0.012602391694401256,0.009537823407452477,0.09198699432645742
73,0.022095957243511873,0.004748662383328306,0.020988450597297537,0.00216188088053895,0.011910238139365363,0.013930867214219997,0.013336596529887041,0.010322886682943965,0.09949553967109304
74,0.016970814100867995,0.005246856837601367,0.013562990665566477,0.0033865056411792158,0.010868162477638346,0.011348173861547968,0.011175960789160002,0.012098267061249104,0.08465773143481048
75,0.020282946734882186,0.014103092454025903,0.008825881600795905,0.006547156740514255,0.013756245882519244,0.01145503582611251,0.015387145921325758,0.01448754323911879,0.10484504839929455
76,0.01721063223274355,0.011440069109732066,0.004468146906241711,0.007392073383075224,0.009790663224841676,0.008634976570912488,0.005095867409134303,0.005683078372379367,0.06971550720906039
77,0.014620142155602232,0.014198154115802891,0.005866267703005932,0.006493548888731291,0.003701582375812222,0.0029766360579850408,0.004651099798527562,0.0032943949280750747,0.05580182602354224
78,0.01095853058964859,0.012386429101641592,0.0047686093990060106,0.007134135884821633,0.003245961801146913,0.0012785671274353604,0.0031154830849007167,0.0020442649649927867,0.044931981953593596
79,0.002322524564765879,0.001001866395110934,0.005224173360223884,0.003398687435063369,0.00035394744212230417,0.002385882723867875,0.0013114353093392193,0.0014055303735888735,0.01740404760408234
80,0.0006831504447282254,0.006078433733121012,0.00223477172566243,0.0013218779978946067,0.0026444638680723277,0.002675589994044354,0.0014028941939787226,0.001766573185196435,0.018807755142698113
81,0.008001423009830703,0.0069563611075587955,0.0011825424678312574,0.0009720885430671565,0.006068200871699211,0.0027229429300466065,0.0015878700368738557,0.00044543824091688284,0.02793686720782447
82,0.01681237602462757,0.006096812157704579,0.0012907448306931047,0.0008028694984924175,0.005182088314036839,0.0011195139903202628,0.003147350862775711,0.001683802162400834,0.036135557841051325
83,0.0329205251840351,0.013263616996960508,0.0005237201958571867,0.0010646352331937822,0.008438584896120706,0.004482988180763701,0.0018081342776966939,0.0019381683584750254,0.0644403733231027
84,0.026317962240690624,0.011730044078432521,0.000157470925505181,0.0006909635558192483,0.008671145515113042,0.006695967165600271,0.010193630804550307,0.003025934795614871,0.06748311908132607
85,0.02081723930206777,0.009559183129286693,0.00020046034537956408,6.071774672396707e-05,0.004241772175565392,0.002506049419346317,0.00386532190520903,0.005791684922140691,0.047042428945719424
86,0.03238960636541295,0.009951436760153207,0.001663369428513498,0.0005972906961541354,0.004385296079699565,0.0024968114203177145,0.00034074087763754155,0.0013114537498951297,0.053136005377783735
87,0.021054501225285887,0.004400632093032805,0.0028722994234164152,0.0004395585537525249,0.003347058862662909,0.003154643065070891,0.00026301589444108697,0.0010225179803611216,0.03655422709802364
88,0.024318892987479624,0.011117183129784753,0.003379209757856374,0.00047875461491856606,0.004855220895129805,0.0035929496647408186,0.003709699795066666,0.0010376695248143519,0.052489580369790956
89,0.03161418751181113,0.008475389468479947,0.0008640214080942281,0.0023727660364469,0.01545863580822686,0.014381529592007893,0.0074760367189009936,0.009840542495978752,0.0904831090399467
90,0.025092103075758782,0.014232180004001503,0.000249852774511431,0.004650027771947471,0.014503013301093267,0.008022092160343773,0.007837197840208716,0.0038871953055042855,0.07847366223336923
91,0.02243712623768012,0.006877518209245809,0.00012920176733593642,0.0031474576411545593,0.012218409219314372,0.010587352015883494,0.006141659887275575,0.004885982912582997,0.06642470789047286
92,0.017051721956370607,0.006702034142549855,0.0008961811345952926,0.002639283394116395,0.0145788489665592,0.010084374902376852,0.005222642921721315,0.00451024482631685,0.06168533224460637
93,0.011649368091053143,0.015569086584743442,0.00014224576982362064,0.003962878728729594,0.008673053398185422,0.007648510535064473,0.0029369501924057175,0.0022396858888300577,0.05282177918883547
94,0.014823888417613262,0.0050570641899555764,0.0008732241594077722,0.0003877236831849381,0.0032194989817628,0.006289966896182036,0.0031983743218481956,0.002409324891329194,0.036259065541283775
95,0.014252682791104391,0.0034109921949023615,0.0011479578158456252,0.000804837084348141,0.0013333547006076404,0.001954525782768496,0.002059035127618179,0.0015433972209740764,0.026506782718168916
96,0.004861304320794021,0.0022059335486673912,0.0016610657846220813,0.0005341992733527476,0.001992302205656294,0.003996439227336475,0.0017238062329062228,0.0028246682332957263,0.01979971882663096
97,0.001977504630069243,0.0013652588830622156,9.491195165802326e-05,0.0007071423218977957,0.0018461582085546394,0.0031084256458312302,0.001358526560311957,0.002631922341409673,0.013089850542794776
98,0.0026154180949140658,0.0026066383374222075,7.130793401006103e-05,0.00012592181984739378,0.0006621751017624712,0.001028788733723392,0.000345237059088426,0.0014309636685924255,0.008886450749360442
99,0.0010733711025890987,0.0015988471872067822,0.001017619794281618,0.0014883137761295324,0.0005236932099604323,0.0007379643324788821,0.0014778132687928401,0.0014859926737979398,0.009403615345237124
100,0.0017014674214250276,0.0014358895516626213,1.0617827610645046e-05,6.673404811484313e-05,0.00041230739146629514,0.0006479892249335885,0.0014547684562671104,0.0007792825078769436,0.006509056429357075
101,0.0031410363216753875,0.0012392833779107373,0.0004999150432143815,0.0006291212768779944,0.002035534447875475,0.0007868759254620541,0.0022687465175125513,0.0007476272423701761,0.01134814015289876
102,0.0042149211349771076,0.0022917141095800215,0.0005884791964776887,0.000333783376419422,0.004239495412441915,0.0012376485755385327,0.0029631924255293113,0.001795572786575862,0.017664807017539863
103,0.006315516870315651,0.0015317527887653525,0.0008785675508382473,0.00020540422396331663,0.003159710915370478,0.00045964137953493413,0.0021053619797007463,0.0019960175947859545,0.01665197330327468
104,0.006294172819450389,0.0015902269760918423,0.00029954304595262933,0.0016083564313674535,0.0007939187813984991,0.0014944397487298105,0.0011104619026138258,0.0024756979436455187,0.01566681764924997
105,0.005696275806405678,0.001510342428480917,0.0007808431433813835,0.0009288922777409941,0.0010939095494534043,0.001766503964600945,0.0008511211539229815,0.0016703620319581385,0.014298250355944444
106,0.005594807279322612,0.0008605826051457243,0.0002807809003028768,0.0004954667754537673,0.001241510037953228,0.0019139783812421643,0.00039198964161253055,0.0020250491513076514,0.012804164772340556
107,0.003169176499264642,0.0008145018763096768,0.0006038016916015359,0.0004893828860128154,0.0007783226665236516,0.0027535783853508706,0.001122208399261885,0.001679002100287913,0.01140997450461299
108,0.0035295510894573475,0.001559535647778955,0.0007171107045604831,0.001384979590085663,0.000308367041975828,0.0018224394465586222,0.0013430781253282312,0.002332195692879387,0.012997257338624519
109,0.011651848465740924,0.004124483797443783,8.65930568260316e-06,0.0014796886583311414,0.002731781323429794,0.0014557462724374864,0.001198670866580655,0.0037164093139351265,0.026367288003581513
110,0.0037136947358602413,0.004776070557456305,0.0013299425191849246,0.00010471750714658042,0.005961077842743506,0.0032618789282597097,0.0016585166605491285,0.0023729605815585083,0.023178859332758907
111,0.006290902365757316,0.004982823129757533,0.0001349707139026221,0.0008605549417084633,0.007317896785686046,0.003808994135741159,0.0022000660453450594,0.0033063279872383397,0.028902536105136538
112,0.02919673243430691,0.004882808916225728,0.0010471879041406048,0.0029096102740024405,0.008608834032654803,0.00364812463003836,0.0015204808664829096,0.0028290718578171782,0.054642850915668936
113,0.010900400144576133,0.0033374493892534243,0.0008854079549417817,0.003375107538879824,0.007602124002809819,0.00984651784038964,0.001097770944463651,0.0021533826794569396,0.03919816049477121
114,0.011720191780855043,0.004404082647554845,3.77920240812215e-05,0.0010391467975149242,0.00612005044666851,0.010845217849842683,0.000978248965908436,0.0024954245191152564,0.03764015503154092
115,0.008854295957214877,0.0014942511837217232,0.0009645513054132138,0.00343264805035489,0.008087454684451666,0.008348046450679365,0.0009229031855260771,0.0023934466701843117,0.034497597487546126
116,0.009394906855058793,0.0009094605475107914,0.0018436372991092436,0.003099679952057167,0.005789144315153448,0.006058345528147058,0.0003648156076260921,0.0003972526472907334,0.027857242751953323
117,0.009902577490655727,0.000789674489266156,0.0007066134886617682,0.001549616619883952,0.006883240352929557,0.0015725166576995816,0.002137149723334408,0.0005814083341562131,0.024122797156587363
118,0.010402643772482444,0.0005066014031869628,0.0005316835948267758,0.0006696583856515834,0.01186317593203151,0.002832546800036126,0.01309518543443717,0.0035340766281895327,0.043435571950842106
119,0.00904632918236271,0.0028101470845939905,0.001963862520394419,0.0016561452499727805,0.009600961874084974,0.0014564210223472858,0.010814780964877138,0.008436222985386765,0.045784870884020064
120,0.00922474169196692,0.005568016404998321,0.00035818059745840175,0.001513347128211302,0.005645362270850419,0.0026256583671418945,0.009619101460183707,0.009534090297913952,0.04408849821872492
121,0.011371947615852421,0.00768804423668597,0.0012613622987698654,0.0017690629612962109,0.002161087664665992,0.0034791145880160293,0.011951270291219838,0.00974780515566767,0.049429694812174
122,0.023501169913624966,0.0031143938984664844,0.0006011882286952347,0.0015345190124806014,0.004363803067812598,0.004899305271035782,0.014146706917271646,0.018144086933741074,0.07030517324312839
123,0.0082044780901969,0.0013198415308171973,0.0002874686043838557,0.008974351499514773,0.004993462106165329,0.008048946201434886,0.01399984593302243,0.016966332048333373,0.06279472601386873
124,0.010947835944887786,0.01732902583423366,0.002373694800298372,0.0004691132523594852,0.006028237332826917,0.003942156782229286,0.012253259307414383,0.010040552674617382,0.06338387592886727
125,0.03393257531923786,0.040518644956917996,0.002492374473241445,0.002347852985411701,0.0068168034357421305,0.004460219687020002,0.0029276996991594913,0.005048353212423017,0.09854452376915364
126,0.05112544682098836,0.05542078851211893,0.002947066240420953,7.913490862232214e-05,0.011292316832552588,0.002171238096117604,0.004155963364684844,0.001368745262329495,0.1285607000378351
127,0.012440669912541117,0.02294579365285866,0.005588861976422076,0.001957486903711175,0.0034564862977314002,0.001470130273477848,0.004157637228439839,0.0025428283970102775,0.0545598946421924
128,0.01629709363851117,0.0336594466476687,0.0018347938173222582,0.003515337835652052,0.0019828686639868105,0.001357759923772198,0.005214023257579559,0.005207497112406391,0.06906882089689914
129,0.054084237264200904,0.026181871877210394,0.023819827026751263,0.0002440383927619115,0.0024852035372763914,0.00117817010882151,0.0013612678493826762,0.003110225394955075,0.11246484145136013
130,0.058240323787381545,0.023145010634270987,0.03718327034454326,0.0011191434612833123,0.014565436598515405,0.014748441984649484,0.023910418689416835,0.018713455613997464,0.1916255011140583
131,0.028005816296888027,0.013530887530259206,0.043656654258754736,0.0037575908962969033,0.007461301058664192,0.026533856864114157,0.01957317862799933,0.02258640747315976,0.1651056930061363
132,0.0640717272714426,0.02730736990716576,0.021614192598817243,0.006479457743818664,0.018567817840359737,0.022356828398484803,0.026530437777856738,0.022811876038061195,0.20973970757600674
133,0.1419219143421293,0.0036578746494765886,0.0031060290876085586,0.006164549228949497,0.01714152899488945,0.013986810682661591,0.026157183691509812,0.03362984213058787,0.24576573280781266
134,0.04833985726571408,0.005617482874283438,0.0011921492354669341,0.026015401994599167,0.026238397699115828,0.014185410949007955,0.03043875690144529,0.02896909529643073,0.18099655221606345
135,0.12635740432269185,0.022941970493743573,0.010833632587543478,0.05031594186791671,0.030490417193700145,0.007215924921723026,0.011738513088191023,0.008566752052497585,0.2684605565280074
136,0.05197964687580446,0.01807320714403696,0.011620765772692236,0.06443144145303649,0.033189694515285695,0.008907899121317732,0.013783890572085221,0.008091224353139328,0.21007776980739815
137,0.017312106890500233,0.01559529989324374,0.003788282756464365,0.07684564769005997,0.018278199274578154,0.022613105578388276,0.0059641051156108195,0.005999242240750197,0.16639598943959574
138,0.013483089940630176,0.02857234684207898,0.016373960808899326,0.03942282928622709,0.003054697937818405,0.01251373287575262,0.0054096614657474194,0.010414571955104274,0.1292448911122583
139,0.05342540524227442,0.06812961199231413,0.007021094618779312,0.028448174121613837,0.011858883469107,0.0044272849828085,0.0035125634412174417,0.0010901648956471524,0.17791318276376178
140,0.11218741732886507,0.08282174981380269,0.005132302384684969,0.02316240047169519,0.008300500100952509,0.004688505418435872,0.005736914302682868,0.00237341825503015,0.2444032080761493
141,0.05469013361210513,0.00905615456180923,0.0014611906574433261,0.03313824018917071,0.00913971169945917,0.005222358422351285,0.010876337242590932,0.007806606294423372,0.13139073267935317
142,0.044846753710143246,0.029686542622678794,0.000978581283293673,0.01570257123372173,0.0073401870740623714,0.003934479728127883,0.006310445724772831,0.0052113810270322655,0.1140109424038328
143,0.01192562645507316,0.04650179448049212,0.0003505500017265985,0.06899694025508876,0.009805761686379769,0.009169785019729221,0.0030247607515261695,0.0036015269280005448,0.15337674557801634
144,0.010267051292878016,0.03931165629919294,0.003282820003931309,0.08151576106597078,0.008538425418923837,0.0042054221721181334,0.007719132057314089,0.020674712822431756,0.17551498113276084
145,0.01849351896829035,0.025119635161157568,0.0023957228768292406,0.08597221297832783,0.015291575915839328,0.013058842965415558,0.02497012222951502,0.02423253869437315,0.20953416978974806
146,0.01898324741020114,0.004785610458473498,0.002797369611444694,0.043051425869449426,0.020786253485369506,0.014232194547294904,0.038695325440532516,0.03179993428680141,0.1751313611095671
147,0.011891308777749323,0.01994734827369684,0.010352873930397273,0.0036301998377664276,0.030848953349771942,0.011487058962274156,0.04228491430431572,0.009926853835557475,0.14036951127152913
148,0.004649393363725294,0.054986464323540235,0.08189527205266808,0.006708350960997882,0.006222259767767354,0.02239235147694715,0.003128599294060923,0.02827431688245718,0.20825700812216413
149,0.024202725483258945,0.04460045823060856,0.09436764015893308,0.015374930695094786,0.013614698368296527,0.017785613931656143,0.009178949383414391,0.008803191013642901,0.22792820726490534
150,0.018653346676522516,0.0337576135301302,0.009594205230076243,0.0030040398742236687,0.013814785259611733,0.0013121063979562016,0.008891979690943005,0.003309831437105739,0.0923379080965693
151,0.05983965162513326,0.015656263672838684,0.03113337398943615,0.0016920207096263373,0.0014782976374700357,0.008569176832821584,0.002124103105199387,0.0028614297530420154,0.12335431732556747
152,0.06459322946519107,0.014489454943563565,0.08567358631718168,0.0018461475390281973,0.004020351809141045,0.0064106117565317375,0.006340086984607929,0.002107734131663745,0.18548120294690892
153,0.06334662595496877,0.02633718314960349,0.020578256291123708,0.001602367384445885,0.0029488529129393496,0.004406511065339195,0.0068884233488266805,0.007225485121602289,0.13333370522884938
154,0.03233138286584236,0.04245094265278066,0.03675892975531769,0.0017546228871122014,0.005183318292725718,0.0035637498602041637,0.0061579421854157405,0.002831767313183384,0.13103265581258192
155,0.0765041564450134,0.015366481652525956,0.03661569622974523,0.00175915480065119,0.00530363487605106,0.006192427804653291,0.006025481417265075,0.006433207058772545,0.15420024028467777
156,0.013406197240374715,0.006811606072432969,0.059347160466113005,0.0010898240473013277,0.013127951593190678,0.004162197208719226,0.008670184481839985,0.003405983405196356,0.11002110451516826
157,0.09257519539522475,0.02049278835245511,0.07783511775082899,0.0008307430081239463,0.011329681898177037,0.018271284312075153,0.018622499029904312,0.018574947191863925,0.2585322569386532
158,0.10305060766194647,0.013453660188805979,0.09878035699098187,0.002939447452947076,0.0110192414756928,0.012291491613950883,0.021600782913926697,0.021786848913796678,0.28492243721204846
159,0.05917435603725727,0.05684613177582188,0.037059004781931755,0.003370417234591964,0.013843436419330162,0.015960876002979473,0.02348265253896531,0.024604383001888965,0.2343412577927668
160,0.03303708782493845,0.06954758452824432,0.008785845870415102,0.004348297228467226,0.012819808565867714,0.010293832248880438,0.026623083256169078,0.022149715137557698,0.18760525466054004
161,0.14469796532374513,0.06375031051920485,0.017312608152103087,0.024827275539829635,0.006354384868222321,0.009071888098343327,0.009694860888395641,0.010709135890255133,0.2864184292800991
162,0.053552577285807916,0.07048520577061619,0.009774743717584222,0.01927471535935942,0.009603942089886809,0.0061759366084494375,0.004401907373190837,0.003841660710512992,0.17711068891540782
163,0.038415269619768475,0.05524262645150662,0.011216255857111059,0.015784331871105582,0.002060411175941564,0.0028441155825001123,0.00836138648488591,0.006077652901845052,0.1400020499446644
