frame,left_hand_raised,right_hand_raised,squat,leg_lift,arm_movement,left_elbow_angle,right_elbow_angle,average_knee_angle,arm_movement_amount,detected_move
61,False,False,False,False,False,168.410369575944,170.26114194292927,170.16145576441622,0.00489598185316753,Standing / Neutral
62,False,False,False,False,False,175.71165046606495,169.11287074965864,170.65273996183365,0.006777869959981786,Standing / Neutral
63,False,False,False,False,False,179.1873961540094,167.36917032928886,170.2711376350478,0.011046501086316534,Standing / Neutral
64,False,False,False,False,False,174.434497295513,169.2953048672322,169.75402854799256,0.008378093373992855,Standing / Neutral
65,False,False,False,False,False,173.5178617108382,174.1981603951837,165.38950114646101,0.006152239225357289,Standing / Neutral
66,False,False,False,False,False,176.92484853132382,177.19085477023694,173.48187928046752,0.005700994258927775,Standing / Neutral
67,False,False,False,False,False,177.94109982933304,172.8137567182359,177.73896719827965,0.006222070685821942,Standing / Neutral
68,False,False,False,False,False,176.04079596798508,175.70286212945967,174.95111525240588,0.008609115869507227,Standing / Neutral
69,False,False,False,False,False,176.88895076839623,179.06316080235544,173.10518265431762,0.011932543524439962,Standing / Neutral
70,False,False,False,False,False,175.8536324252693,169.7441894802633,175.2419857473745,0.012122055985300506,Standing / Neutral
71,False,False,False,False,False,178.55544641812244,174.24475563978925,178.02569963077212,0.008097318075420221,Standing / Neutral
72,False,False,False,False,False,169.4036991096536,177.12104288172688,175.95129936474882,0.011888540848798401,Standing / Neutral
73,False,False,False,False,False,161.150399049401,178.60264200723833,174.8798780401939,0.013422309813420089,Standing / Neutral
74,False,False,False,False,False,144.591095993675,178.20740029851927,170.19403776732418,0.011108835469234682,Standing / Neutral
75,False,False,False,False,True,144.3393287397916,167.70326628639913,172.3769023875841,0.017193019594454045,Arm Movement
76,False,False,False,False,False,142.73804659256197,159.19176650099064,173.8105885900465,0.014325350671237809,Standing / Neutral
77,False,False,False,False,False,142.99037273063922,163.70338266626277,175.41718228017805,0.01440914813570256,Standing / Neutral
78,False,False,False,False,False,147.42555828623148,171.8680854821491,178.92628887346223,0.011672479845645092,Standing / Neutral
79,False,False,False,False,False,155.13508815418479,173.7737462844355,178.85702115946603,0.0016621954799384063,Standing / Neutral
80,False,False,False,False,False,169.50611453082232,171.8199509205422,176.01590464545484,0.0033807920889246186,Standing / Neutral
81,False,False,False,False,False,172.01584326022507,172.64451001605718,175.61120328006245,0.00747889205869475,Standing / Neutral
82,False,False,False,False,False,167.95193935171204,174.90579183550324,176.22805384440943,0.011454594091166075,Standing / Neutral
83,False,False,False,False,True,164.0134318408681,177.73035463748573,173.56471317074232,0.023092071090497802,Arm Movement
84,False,False,False,False,True,171.01889002237303,171.5948362988789,170.68458447055946,0.019024003159561573,Arm Movement
85,False,False,False,False,True,176.76391213144734,162.12629166844124,168.93664934386146,0.015188211215677233,Arm Movement
86,False,False,False,False,True,147.36512413390065,146.69757388629304,168.73990027896582,0.021170521562783078,Arm Movement
87,False,False,False,False,False,113.40468841473563,125.89347374826495,168.1694956302165,0.012727566659159346,Standing / Neutral
88,False,False,False,False,True,83.45403910956247,147.1311585404907,167.76090025841717,0.017718038058632188,Arm Movement
89,False,False,False,False,True,53.07989067528969,171.2920507867274,172.0013486990824,0.02004478849014554,Arm Movement
90,False,False,False,False,True,39.303871641394736,175.61669072130695,173.80186120796105,0.01966214153988014,Arm Movement
91,False,False,False,False,False,31.381087585032734,174.47438184155695,174.5469490835905,0.014657322223462964,Standing / Neutral
92,True,False,False,False,False,27.22360764588749,179.38460840307107,177.54908621937244,0.011876878049460231,Hand Raise
93,True,False,False,False,False,24.709566314507075,179.18396312452,176.59413014746474,0.013609227337898292,Hand Raise
94,True,False,False,False,False,17.690642643874103,178.49792246163798,175.31313688870762,0.00994047630378442,Hand Raise
95,True,False,False,False,False,9.774484324158976,177.49369040150017,174.38869060482105,0.008831837493003376,Hand Raise
96,True,False,False,False,False,6.6652212621074005,178.5398902847584,173.43957526250597,0.003533618934730706,Hand Raise
97,True,False,False,False,False,8.720951430583339,174.3455612903247,171.9194454706851,0.0016713817565657293,Hand Raise
98,True,False,False,False,False,7.597658781148375,172.96301720019102,171.1605439884486,0.002611028216168137,Hand Raise
99,True,False,False,False,False,10.38618520716634,172.48415716158593,170.92338435087692,0.0013361091448979405,Hand Raise
100,True,False,False,False,False,12.427467081365048,174.29681456796143,171.49732226799546,0.0015686784865438243,Hand Raise
101,True,False,False,False,False,13.402190625226263,174.39772500069864,171.97109660320478,0.0021901598497930624,Hand Raise
102,True,False,False,False,False,12.283616842835807,174.92686296376843,172.3205771539238,0.0032533176222785645,Hand Raise
103,True,False,False,False,False,9.807147504701815,175.1077396306155,173.05922078832805,0.003923634829540502,Hand Raise
104,True,False,False,False,False,11.198766681178098,175.82577459011276,173.3130355670989,0.003942199897771116,Hand Raise
105,True,False,False,False,False,11.63722927093666,175.88910068065536,173.37446692135285,0.0036033091174432976,Hand Raise
106,False,False,False,False,False,11.095194446815597,176.13289460048256,172.67402501001317,0.003227694942234168,Standing / Neutral
107,False,False,False,False,False,10.386326242182653,175.9925428346011,171.71002091583028,0.0019918391877871595,Standing / Neutral
108,False,False,False,False,False,9.823713450649226,175.25549475441667,170.96343495912578,0.0025445433686181514,Standing / Neutral
109,False,False,False,False,False,6.128131868136879,175.13955973316033,170.19974555545633,0.007888166131592354,Standing / Neutral
110,False,False,False,False,False,3.260515155231647,174.90995466457284,170.3544005015516,0.004244882646658273,Standing / Neutral
111,False,False,False,False,False,3.7642229761132406,176.14841663385644,169.170295666761,0.005636862747757425,Standing / Neutral
112,False,False,False,False,True,10.581960888779403,177.3744508146645,167.87378294426554,0.017039770675266318,Arm Movement
113,False,False,False,False,False,14.401064495485796,176.04019084114657,167.68958681175621,0.007118924766914779,Standing / Neutral
114,False,False,False,False,False,16.147799345346623,173.30346377458602,167.6928692585451,0.008062137214204944,Standing / Neutral
115,False,False,False,False,False,17.363445093664037,170.89686719613195,167.52926128911508,0.0051742735704683,Standing / Neutral
116,False,False,False,False,False,11.167424438435887,171.20758519012304,164.92362981382882,0.005152183701284792,Standing / Neutral
117,False,False,False,False,False,120.89243818011444,172.93766692491283,162.6212704722407,0.0053461259899609415,Standing / Neutral
118,False,False,False,False,False,122.64079104694947,173.73155991160272,155.9093340015874,0.005454622587834704,Standing / Neutral
119,False,False,False,False,False,128.74721551278193,179.3908795028252,153.03089059266102,0.0059282381334783505,Standing / Neutral
120,False,False,False,False,False,124.1602169284943,169.7607070992522,152.54058899474202,0.0073963790484826205,Standing / Neutral
121,False,False,False,False,False,145.70928448310647,160.33650540818863,153.25549964316758,0.009529995926269196,Standing / Neutral
122,False,False,False,False,False,156.74334866000416,157.262531421412,152.55165260466302,0.013307781906045726,Standing / Neutral
123,False,False,False,False,False,157.49308011834316,166.84016424429504,156.72659592969387,0.004762159810507049,Standing / Neutral
124,False,False,False,False,False,156.5188264459791,153.07527332543748,157.82387892686262,0.014138430889560722,Standing / Neutral
125,False,False,False,False,True,142.8008474489192,123.97194783943667,160.97595856840098,0.03722561013807793,Arm Movement
126,False,False,False,False,True,132.12281092219007,123.0344535618171,160.2520202407312,0.05327311766655364,Arm Movement
127,False,False,False,False,True,154.60135966997382,119.1354685271364,159.34468061076376,0.017693231782699888,Arm Movement
128,False,False,False,False,True,169.12768105112323,139.98886111383501,152.82017612204749,0.024978270143089933,Arm Movement
129,False,False,False,False,True,103.3526318383869,150.27686261300295,151.82287962583064,0.04013305457070565,Arm Movement
130,True,False,False,False,True,63.774946502213076,172.01745723732031,159.13961154029795,0.04069266721082627,Hand Raise
131,True,True,False,False,True,24.729500346370703,178.11696031474526,163.12909511797193,0.020768351913573617,Hand Raise
132,True,True,False,False,True,156.9507429681183,97.46987462588699,159.95713619418262,0.04568954858930418,Hand Raise
133,False,True,False,False,True,67.90236662310824,32.84414125954233,152.72248187699415,0.07278989449580295,Hand Raise
134,False,True,False,False,True,84.3007377528435,16.50195383690666,145.55935427483934,0.02697867006999876,Hand Raise
135,False,True,False,False,True,176.88171917734175,4.570826232025915,134.84159926506646,0.07464968740821772,Hand Raise
136,False,True,False,False,True,163.8181492521197,4.4148400762865005,132.214160557945,0.03502642700992071,Hand Raise
137,False,False,True,False,True,161.1985711150112,50.683351293537925,117.99119935199647,0.016453703391871986,Squat
138,False,False,False,False,True,163.9129585226059,139.19849736785534,125.59651855041633,0.021027718391354578,Arm Movement
139,False,False,False,False,True,174.44938278029133,138.8722949534636,133.9100144960508,0.06077750861729427,Arm Movement
140,False,False,False,False,True,107.85513114544383,90.43114219327262,159.262917825057,0.09750458357133387,Arm Movement
141,False,False,False,False,True,107.15535809559202,145.9527345614087,157.39907073659458,0.031873144086957184,Arm Movement
142,False,False,False,False,True,133.95817466111748,170.09119870554568,157.48381139209863,0.03726664816641102,Arm Movement
143,False,False,False,False,True,147.57422200570917,31.16126711817267,137.7223479227964,0.02921371046778264,Arm Movement
144,False,False,False,False,True,141.48528727638453,162.56589840071265,152.37137002477118,0.02478935379603548,Arm Movement
145,False,False,False,False,True,148.56716712710588,172.52479255379075,168.42975819087997,0.02180657706472396,Arm Movement
146,False,False,False,False,False,25.567154858385106,177.56896147475425,163.15045913495294,0.011884428934337318,Standing / Neutral
147,True,False,False,False,True,8.813753637604737,156.69450615649697,159.1517547759559,0.01591932852572308,Hand Raise
148,True,False,False,False,True,5.591717765415862,160.61660466106832,159.42506263714705,0.029817928843632765,Hand Raise
149,False,False,False,False,True,6.17750375129037,148.2232103587604,160.12634222937305,0.034401591856933755,Arm Movement
150,False,False,False,False,True,10.780191888546232,157.20335381193323,148.75683818554432,0.026205480103326358,Arm Movement
151,False,False,False,False,True,62.3597521666292,166.90110059956461,141.8387610765982,0.037747957648985975,Arm Movement
152,False,False,False,False,True,117.29814136770193,161.15087817788478,164.30380797014178,0.039541342204377314,Arm Movement
153,False,False,False,False,True,142.06021621357823,148.64370882340683,152.6569752837865,0.044841904552286135,Arm Movement
154,False,False,False,False,True,154.91708452749592,163.65726225177275,156.68824610030407,0.03739116275931151,Arm Movement
155,False,False,False,False,True,124.72952417075889,174.19282892411152,153.80062591756018,0.04593531904876968,Arm Movement
156,False,False,False,False,False,129.9496355109472,174.89683867983118,153.24867982820058,0.010108901656403841,Standing / Neutral
157,True,False,False,False,True,150.36552814177318,178.24023083050318,165.12660194599422,0.05653399187383994,Hand Raise
158,True,False,False,False,True,93.68367578047766,174.00365108528194,174.27236037596327,0.058252133925376225,Hand Raise
159,True,False,False,False,True,97.06665758806251,164.06824840667636,178.24379452167426,0.058010243906539576,Hand Raise
160,True,False,False,False,True,61.826795545855134,134.96417309294944,177.0077507582008,0.05129233617659139,Hand Raise
161,True,False,False,False,True,171.43690820301936,104.16772995520014,177.51173110663038,0.10422413792147499,Hand Raise
162,True,False,False,False,True,177.29955240260568,127.89564245615507,176.64731440344696,0.06201889152821205,Hand Raise
163,False,True,False,False,True,173.74857087381173,127.22775963093703,167.2636731998121,0.046828948035637544,Hand Raise
164,False,True,False,False,True,178.50536302307307,149.01595249968003,165.81749268482866,0.0402837748787745,Hand Raise
165,False,True,False,False,True,168.5177294570611,111.85293889838096,167.2512607969083,0.0339350089553314,Hand Raise
166,False,True,False,False,True,173.032257557639,72.3831383280955,168.0835527859112,0.04664656979222504,Hand Raise
167,False,True,False,False,True,171.47500012254935,84.32452700096054,168.08499485388543,0.057396314073699155,Hand Raise
168,False,True,False,False,True,174.0632857284316,125.0584838459374,168.092777120088,0.04641650106688519,Hand Raise
169,False,True,False,False,True,143.93240339656276,117.30215282241046,171.18452330835098,0.062029126694404454,Hand Raise
170,False,False,False,False,True,82.33626805751074,114.18075937505392,168.2312254908616,0.06270893948370643,Arm Movement
171,False,False,False,False,True,81.37425593924132,119.81409338506597,167.4750992796367,0.04244630890328127,Arm Movement
172,False,False,False,False,True,63.78097904810895,138.10004377607584,156.96428235465396,0.026538852019154312,Arm Movement
173,False,False,False,False,True,137.80510450828731,6.19981427781983,153.2202443616688,0.023374067509131454,Arm Movement
174,False,False,False,False,False,173.9319083153679,1.796237341812325,151.47930007432433,0.011132900172647278,Standing / Neutral
175,False,False,False,False,False,153.64921179340155,2.4941204106304604,152.74671093670884,0.011174053867156123,Standing / Neutral
176,False,False,False,False,False,174.79637871476777,2.7642735625269137,153.48586332605788,0.007807367678210896,Standing / Neutral
177,False,False,False,False,False,32.667777103488554,8.938782545886651,156.7704182694884,0.011921048889255163,Standing / Neutral
178,False,False,False,False,False,17.142623557924907,44.412105939335326,161.14732353586885,0.014450830907151912,Standing / Neutral
179,False,False,False,False,True,11.810771704407914,167.32246554135745,167.96173863051342,0.07085586501869148,Arm Movement
180,False,False,False,False,False,10.35215336615823,152.56148865664102,170.37000370978475,0.008009282435334546,Standing / Neutral
181,False,False,False,False,True,10.088052741663303,156.02296112075567,169.87587601468476,0.017545825105734447,Arm Movement
182,False,False,False,False,True,23.905661388467205,174.47648857830646,167.51941360996295,0.0240963806281094,Arm Movement
183,False,False,False,False,True,38.00209805312372,51.093283074342615,163.82987835242267,0.054505388574353664,Arm Movement
184,False,False,False,False,True,44.36694814177511,145.80854156743413,154.28333250739354,0.03936731667805575,Arm Movement
185,False,False,False,False,False,50.37464848208528,140.83293044891676,149.05308194756554,0.014431332706703742,Standing / Neutral
186,False,False,False,False,False,54.12629983412079,133.69822886362462,144.9344998989228,0.010069589969986015,Standing / Neutral
187,False,False,False,False,False,57.291691937280646,143.3726256511463,142.64942633443576,0.012805207699375496,Standing / Neutral
188,False,False,False,False,True,78.67247554131491,157.38955921697882,139.64119111492943,0.01822896924686471,Arm Movement
189,False,False,False,False,False,139.52386949538015,176.43675091343434,136.86837348471752,0.010018646947814848,Standing / Neutral
190,False,False,False,False,False,158.7871591644209,167.2072209110422,145.3511635412059,0.013621008332851558,Standing / Neutral
191,False,False,False,False,True,167.07450327729995,99.31142534069092,154.9940534345189,0.026448904290985974,Arm Movement
192,False,False,False,False,True,152.42899933823045,52.798338289381824,154.90058654777923,0.017483547085227598,Arm Movement
193,False,False,False,False,False,88.87513044204658,66.4418417735603,138.69882259076928,0.010021362774545248,Standing / Neutral
194,False,False,False,False,False,57.325810496797125,115.2357730798688,128.1673186052288,0.01161576729773941,Standing / Neutral
195,False,False,False,False,False,48.60510295497298,101.78434192861506,129.57397099420808,0.006862877431231328,Standing / Neutral
196,False,False,False,False,True,63.848720100012926,104.18949248250603,127.78200912488262,0.026675990359774752,Arm Movement
197,False,False,False,False,True,86.06969616786995,100.40091745688974,130.15916865093268,0.047648391611358074,Arm Movement
198,False,False,False,False,True,130.39739542507405,117.2767596323099,133.24017194514693,0.041722926534051755,Arm Movement
199,False,False,False,False,True,173.1304381718293,145.48142275859126,132.66710885224433,0.03600958858292954,Arm Movement
200,False,False,False,False,True,172.27012761735253,173.27539297109934,132.54197619739574,0.028665223476571362,Arm Movement
201,False,False,False,False,True,174.80194961413574,177.42744272290923,132.25853827870117,0.01523676048251757,Arm Movement
202,False,False,False,False,False,170.76502801283553,177.18730364505797,129.7598914350234,0.010785682449569787,Standing / Neutral
203,False,False,False,False,False,176.08675951084408,173.60297074903215,120.89791799230265,0.003686587978189608,Standing / Neutral
204,False,False,True,False,False,175.026759428076,177.4095085470085,115.55185368543333,0.002409340581926418,Squat
205,False,False,True,False,False,174.0642471308027,178.948581947411,110.16986040096563,0.004271054848517075,Squat
206,False,False,True,False,True,171.74094093477348,168.09506891099358,112.8470743459205,0.02412929740965169,Squat
207,False,False,True,False,True,162.08471686517876,160.46254606794906,103.68578472707944,0.08868876386196575,Squat
208,False,False,True,False,True,133.70402617850092,161.10322695328264,109.39917418159197,0.04599957689313165,Squat
209,False,False,False,False,True,144.1021398523547,172.1052323304115,127.29766970261069,0.06513944021937593,Arm Movement
210,False,False,False,False,True,155.1344422034409,157.09519271317967,135.36984635634508,0.05624653606755689,Arm Movement
211,False,False,False,False,True,164.08087225790987,134.67148581675278,148.40883131951637,0.045175396485881064,Arm Movement
212,False,False,False,False,True,172.69325403840745,119.4271172438957,166.46938289443426,0.03205585443094199,Arm Movement
213,False,False,False,False,True,136.19412252090382,122.47889070064134,168.23517953221062,0.029537862328386556,Arm Movement
214,False,False,False,False,True,107.10752145133866,144.57539239368342,170.84402819164984,0.030193759606587524,Arm Movement
215,False,False,False,False,False,127.38865446704526,168.40817629740818,172.61799790532967,0.01240716858884721,Standing / Neutral
216,False,False,False,False,False,134.80289727069868,165.08398152108958,162.85960196163907,0.009951556837272123,Standing / Neutral
217,False,False,False,False,True,142.16856826013887,160.88903650074508,152.84980154914672,0.07051516131283926,Arm Movement
218,False,False,False,False,True,151.37562355398663,140.67051841035905,147.55524048219513,0.023687710035588554,Arm Movement
219,False,False,False,False,True,128.12522728593018,123.54542028134108,143.44523405915552,0.029029984668910398,Arm Movement
220,False,False,False,False,True,141.5027472011798,107.34621852750755,145.8814918697121,0.04168725155791602,Arm Movement
221,False,False,False,False,True,175.51412202029596,101.71036330244686,145.13679112822393,0.04257346321733833,Arm Movement
222,False,False,False,False,True,153.84123005769854,91.00489859849185,155.87676102735253,0.042728698499990794,Arm Movement
223,False,False,False,False,True,149.36593540142653,100.27179728025662,162.60283874933162,0.029368949617714562,Arm Movement
224,False,False,False,False,True,157.43352726836986,129.51519041929464,164.61780367993967,0.02729560498302118,Arm Movement
225,False,False,False,False,False,150.82207268865997,121.05477207964037,168.12172814195247,0.013053209977397952,Standing / Neutral
226,False,False,False,False,False,148.2085061180089,114.67642947049141,172.4139842333313,0.007303297973358634,Standing / Neutral
227,False,False,False,False,False,142.81577689181168,108.51428587085559,173.94395335507096,0.004355147793799284,Standing / Neutral
228,False,False,False,False,True,111.30025684092989,69.45349194806555,166.54321079546685,0.2934831455416176,Arm Movement
229,False,False,False,False,True,109.10650758267752,132.18158525490756,168.69390483554574,0.04973681850351369,Arm Movement
230,False,False,False,False,False,113.36421998505365,136.65874309459045,170.65627585097306,0.013850046725888722,Standing / Neutral
231,False,False,False,False,True,152.52615395100023,136.833376115462,171.23377288269577,0.2655210038610209,Arm Movement
232,False,False,False,False,False,155.8769261653351,171.30271460722378,171.9531538913131,0.00817542397416026,Standing / Neutral
233,False,False,False,False,False,174.3882450449299,142.61057193505928,172.94582028252475,0.014816133449966835,Standing / Neutral
234,False,False,False,False,True,170.15442726496568,173.00066626686137,172.61854012609598,0.02366030474950074,Arm Movement
235,False,False,False,False,True,150.66984690700895,142.94055254232154,173.5901699890925,0.02954873443705186,Arm Movement
236,False,False,False,False,True,149.8376950169027,78.09377531640989,171.5845227748049,0.033663772053712064,Arm Movement
237,False,False,False,False,True,155.17830103292948,47.08334146667672,173.6991871012527,0.016403044909929474,Arm Movement
238,False,False,False,False,False,165.65686685752945,72.35761257764503,173.59783274997977,0.009941131320836329,Standing / Neutral
239,False,False,False,False,False,37.901180465164906,53.819342756813136,161.4930191460366,0.005121738984627513,Standing / Neutral
240,False,False,False,False,False,30.280325058398095,12.957453867252237,163.06151722021184,0.003907307185870421,Standing / Neutral
241,False,False,False,False,False,30.69782375356433,7.760031866644283,156.8957875930754,0.002713034924933015,Standing / Neutral
242,False,False,False,False,False,27.697585003754845,30.047564608914726,155.6025710350721,0.007880606988151172,Standing / Neutral
243,False,False,True,False,True,31.22879517152249,26.17581649279453,114.75240880964145,0.01559350495791596,Squat
244,False,False,False,False,False,38.92825719918097,39.21110119089928,138.76899381403499,0.006452824848646182,Standing / Neutral
245,False,False,False,False,False,54.737506481385125,53.42346763501567,135.46716199272367,0.008407339853325937,Standing / Neutral
246,False,False,True,False,False,69.01037982599344,51.54142217815815,103.57558752855944,0.00744233845229909,Squat
247,False,False,False,False,False,77.15519471289447,42.5635132277954,122.08430377461109,0.006349138967411215,Standing / Neutral
248,False,False,False,False,False,84.65444308203485,31.19798789052106,153.34236065900723,0.010950143413520207,Standing / Neutral
249,False,False,False,False,False,81.77819556847773,159.12463150158914,147.1282180594144,0.011011846838145043,Standing / Neutral
250,False,False,False,False,False,35.20801308294827,139.5727031287938,141.1858040889616,0.012619607348446388,Standing / Neutral
251,False,False,False,False,True,2.0040449854273232,108.08101593060834,150.2996948714563,0.06550127166010698,Arm Movement
252,False,False,False,False,True,2.788117742966675,108.76647855839374,155.99434890007015,0.018818652146889953,Arm Movement
253,False,False,False,False,True,177.00223661383393,100.59681427059613,160.431510486109,0.08119368478255692,Arm Movement
254,False,True,False,False,True,174.5810359280227,92.41767405212835,164.77284783311677,0.024659672414944635,Hand Raise
255,False,True,False,False,False,169.4421198627404,81.64096956729102,169.935584050457,0.010201041427606616,Hand Raise
256,False,True,False,False,False,158.93937979738962,44.59141605250479,171.32651287540773,0.011715768139336839,Hand Raise
257,False,False,False,False,True,140.588749025625,30.780851048250714,174.20291016831135,0.018948227693984084,Arm Movement
258,False,False,False,False,True,131.14810058778724,47.70205986125574,176.00775724736383,0.017996742038965622,Arm Movement
259,False,False,False,False,True,134.88108930780797,76.73366834811773,175.62261544048886,0.02242086677617609,Arm Movement
260,False,False,False,False,True,171.91857066857307,112.49749659399407,174.61866017884898,0.020533365266693027,Arm Movement
261,False,False,False,False,True,137.21721047482254,140.3505571728918,172.9826715530977,0.020000724206860145,Arm Movement
262,False,False,False,False,False,121.38917681310429,165.55270744813993,176.06791212977515,0.01090285143821452,Standing / Neutral
